ensemble_id,symbol,log2FoldChange,pvalue,padj,regulation,source,subject_id,subject_label,property_id,property_label,reference_id,object_id
ENSG00000113212.4,PCDHB7,0.6170140585776329,0.000135074709824485,0.0022448777365918896,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000113212
ENSG00000144476.5,ACKR3,0.9800746578794709,0.000136381945321201,0.00225801784317334,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000144476
ENSG00000235665.1,AC007464.1,0.742378316052912,0.000137028868590138,0.00226262776724938,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000235665
ENSG00000105383.10,CD33,1.0090715126569398,0.000138365450509183,0.00227359425027575,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000105383
ENSG00000232884.2,AF127936.3,1.4028550231079502,0.00013938762610511498,0.002288124052843,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000232884
ENSG00000148841.11,ITPRIP,0.8150818666962859,0.00014120557132033,0.00231390949922643,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000148841
ENSG00000019991.11,HGF,1.0612515865336098,0.000143135872500354,0.0023400798899403,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000019991
ENSG00000145703.11,IQGAP2,1.1657035921505,0.000143587745691748,0.0023461018110786103,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000145703
ENSG00000249306.1,RP11-267A15.1,0.8544034409385741,0.00014436819789825502,0.0023561124778432897,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000249306
ENSG00000068001.9,HYAL2,0.651439987053941,0.000144594987328293,0.00235752347981742,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000068001
ENSG00000163623.5,NKX6-1,0.9523709185175679,0.00014561673545288799,0.0023696044314399,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000163623
ENSG00000152766.5,ANKRD22,1.6466714057757899,0.00014692343858718702,0.0023839622296928397,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000152766
ENSG00000258943.1,RP11-696D21.2,1.2967816116328201,0.00014687872706161,0.0023839622296928397,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000258943
ENSG00000224307.1,RP11-344B5.2,1.3703322865477,0.00014751316055958,0.0023880127611740198,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000224307
ENSG00000236754.1,AC004019.13,0.791352589252221,0.00014742347048661,0.0023880127611740198,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000236754
ENSG00000189058.4,APOD,0.820589753859282,0.000150285771583897,0.00242869762167831,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000189058
ENSG00000185885.11,IFITM1,0.967603884394483,0.000151359119483083,0.00244323194765595,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000185885
ENSG00000271009.1,RP11-346C20.3,0.8378490802555641,0.000151583989774445,0.00244545635887125,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000271009
ENSG00000031081.6,ARHGAP31,0.7114524535028441,0.000153015149081129,0.00245968292459209,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000031081
ENSG00000257596.1,RP11-968A15.2,1.06995960730821,0.000153090340851002,0.00245968292459209,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000257596
ENSG00000225873.1,LINC00694,1.52900559490988,0.000153500760460588,0.00246223635582897,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000225873
ENSG00000145839.1,IL9,1.29478925021599,0.000153662913266123,0.0024634305050831,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000145839
ENSG00000230633.1,RP11-37E23.5,0.701593247481012,0.000153782203583344,0.00246393653853131,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000230633
ENSG00000163513.13,TGFBR2,0.7435447697826271,0.000154066666026765,0.0024656811673468603,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000163513
ENSG00000168405.10,CMAHP,0.779263468938522,0.00015555604820307199,0.00248668339549214,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000168405
ENSG00000267206.1,LCN6,1.34383028824097,0.00015721784842650402,0.00251039096575055,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000267206
ENSG00000076067.7,RBMS2,0.6886914285051529,0.000159237960082436,0.0025325688475851603,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000076067
ENSG00000108622.6,ICAM2,0.8131897133364759,0.000162293689440825,0.0025666344906106198,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000108622
ENSG00000104894.7,CD37,0.9434004865503242,0.000163096511346832,0.00257498128960005,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000104894
ENSG00000168309.12,FAM107A,0.737031987293241,0.000163976077821323,0.00258460133419056,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000168309
ENSG00000168679.13,SLC16A4,0.674470544479471,0.000163981898299127,0.00258460133419056,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000168679
ENSG00000166130.10,IKBIP,0.63507273583199,0.000165866088887771,0.00259681206164482,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000166130
ENSG00000125885.9,MCM8,0.632547556332611,0.000166248438996225,0.0026013481370958103,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000125885
ENSG00000144837.4,PLA1A,1.26505914085014,0.000166547280711428,0.00260310152539911,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000144837
ENSG00000198734.6,F5,0.8816408255134541,0.000166638535360402,0.00260310152539911,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000198734
ENSG00000162407.8,PPAP2B,0.7575077042451259,0.000167492965412712,0.00261264313564186,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000162407
ENSG00000089327.10,FXYD5,0.9211486152251129,0.00016785222239962,0.00261471672066566,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000089327
ENSG00000130755.8,GMFG,0.675422706944237,0.00016792729410215401,0.00261471672066566,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000130755
ENSG00000149922.6,TBX6,0.8240063520254479,0.000168063799053322,0.00261518444543527,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000149922
ENSG00000256185.1,RP11-612B6.2,0.701252138376699,0.000170823606864052,0.0026543639742672,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000256185
ENSG00000162598.9,C1orf87,1.53458240532765,0.0001722845329414,0.00267493403909625,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000162598
ENSG00000105641.3,SLC5A5,1.69114476868537,0.000173198999385215,0.0026861625045458398,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000105641
ENSG00000011422.7,PLAUR,0.8280689961669649,0.000174283645382379,0.00270000261878372,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000011422
ENSG00000012211.8,PRICKLE3,0.706820212724825,0.000178579719827026,0.00276046702849845,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000012211
ENSG00000066294.10,CD84,0.9932499227709342,0.00018116520410995502,0.0027860355276676397,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000066294
ENSG00000116117.13,PARD3B,0.7837171325160329,0.00018106583136211698,0.0027860355276676397,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000116117
ENSG00000151702.11,FLI1,0.6536904048620981,0.000181208122856313,0.0027860355276676397,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000151702
ENSG00000261051.1,RP11-274H2.5,0.7969891593565409,0.000183447580931959,0.0028124957454344697,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000261051
ENSG00000133574.5,GIMAP4,0.651239796416976,0.000184880158037682,0.00282828376841197,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000133574
ENSG00000204091.3,TDRG1,0.897717192090079,0.000185613718056584,0.0028379599885984103,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000204091
ENSG00000064012.17,CASP8,0.681269483579024,0.00018748262913246698,0.00286030668356523,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000064012
ENSG00000198682.8,PAPSS2,0.6456117232458989,0.000187951961769739,0.00286435526328088,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000198682
ENSG00000169896.12,ITGAM,0.847541273624217,0.000189014673129085,0.0028758695147219,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000169896
ENSG00000105609.12,LILRB5,1.30671271602099,0.000189340643383247,0.00287926943730658,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000105609
ENSG00000010704.14,HFE,0.8059018999799541,0.00019133247001336398,0.00290484058662992,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000010704
ENSG00000047648.17,ARHGAP6,0.707460455461148,0.00019550094431973,0.00295139089478393,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000047648
ENSG00000167676.3,PLIN4,0.8953535474339641,0.00019574559303280802,0.00295139089478393,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000167676
ENSG00000261578.1,RP11-21L23.2,0.984486693125238,0.000195307920432041,0.00295139089478393,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000261578
ENSG00000267751.1,AC009005.2,0.9599041018896609,0.00019544310865080402,0.00295139089478393,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000267751
ENSG00000126262.3,FFAR2,1.6510084150153,0.000196596348977865,0.0029575798895239897,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000126262
ENSG00000100979.10,PLTP,0.783776611234016,0.000196941623589432,0.00296012236073442,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000100979
ENSG00000113140.6,SPARC,0.760135162780894,0.00019708152577966202,0.00296012236073442,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000113140
ENSG00000233569.1,RP11-500B12.1,1.4316849812941999,0.000197069384584568,0.00296012236073442,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000233569
ENSG00000137393.8,RNF144B,0.6006178221357739,0.00019719715692381599,0.00296021499862191,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000137393
ENSG00000164120.9,HPGD,0.9309043245053,0.00019740672864801499,0.00296021499862191,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000164120
ENSG00000151012.9,SLC7A11,0.8608662495518531,0.00019858454991736002,0.0029731124575687303,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000151012
ENSG00000188039.9,NWD1,0.9598612536359309,0.00019895144415057,0.0029731124575687303,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000188039
ENSG00000162998.4,FRZB,1.13058402378575,0.000200279370960069,0.00298738539147926,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000162998
ENSG00000181885.14,CLDN7,1.2139788143986299,0.00020045453798698602,0.0029884111509769,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000181885
ENSG00000163736.3,PPBP,1.78353270438272,0.000202791235409262,0.0030172829751358102,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000163736
ENSG00000168404.8,MLKL,0.903077833142997,0.000203523562735995,0.0030245324373364604,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000168404
ENSG00000164849.7,GPR146,0.681685610949106,0.000204641238543888,0.00303792730813012,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000164849
ENSG00000143119.8,CD53,0.673338800373224,0.00020543427975716898,0.0030446927920025897,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000143119
ENSG00000156219.12,ART3,0.624747154444596,0.000205474205994745,0.0030446927920025897,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000156219
ENSG00000163993.6,S100P,1.2519651826076998,0.000205530584741585,0.0030446927920025897,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000163993
ENSG00000167693.12,NXN,0.621243894165021,0.00020574374529573798,0.00304624384508244,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000167693
ENSG00000231734.3,RP6-206I17.2,0.8153834560273391,0.000206260494314352,0.00304936858214362,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000231734
ENSG00000064655.14,EYA2,0.8043767807916519,0.00020770604871083202,0.00306404294338497,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000064655
ENSG00000104518.6,GSDMD,0.7183005418916529,0.000207680206547977,0.00306404294338497,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000104518
ENSG00000165501.12,LRR1,0.6107746025287429,0.000207709536946096,0.00306404294338497,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000165501
ENSG00000185585.15,OLFML2A,1.08436215119975,0.000209477336867184,0.0030755828335539,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000185585
ENSG00000269640.1,CTD-2521M24.9,0.666735841009707,0.000211168806873968,0.00309233486896202,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000269640
ENSG00000270108.1,RP11-73M18.6,0.663105893724423,0.000214501686737553,0.00313623574981658,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000270108
ENSG00000135821.11,GLUL,0.6712728944194061,0.000217730856575654,0.00317600434358287,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000135821
ENSG00000168671.5,UGT3A2,1.59757410442881,0.000219010632027102,0.00318888108955169,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000168671
ENSG00000262039.1,RP11-81K2.1,1.02259964701325,0.000219440308219209,0.0031918280357084,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000262039
ENSG00000186431.14,FCAR,1.5755844912901598,0.000220545931613533,0.0032062492656466397,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000186431
ENSG00000002933.3,TMEM176A,0.7979506046721941,0.000221931297844262,0.0032230529278964803,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000002933
ENSG00000084093.11,REST,0.698809025344173,0.00022187071357449102,0.0032230529278964803,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000084093
ENSG00000198429.5,ZNF69,0.57289678211371,0.00022271287139045,0.00322772777024952,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000198429
ENSG00000172123.8,SLFN12,0.9122540332979331,0.000225683531485647,0.00326740894269967,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000172123
ENSG00000100625.7,SIX4,0.7298799124313459,0.000226050006664478,0.00327044089299865,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000100625
ENSG00000143514.12,TP53BP2,0.632787565134049,0.00022658037623057202,0.00327532837220179,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000143514
ENSG00000183508.4,FAM46C,0.8406839545477809,0.00022806545140894902,0.00328833384688047,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000183508
ENSG00000115129.9,TP53I3,0.5797107042390239,0.000229834515622767,0.0033121406055909,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000115129
ENSG00000239998.1,LILRA2,1.03879666185285,0.000230001350331323,0.00331284509064404,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000239998
ENSG00000115607.5,IL18RAP,1.2790375633048798,0.00023118514378082298,0.00332095786710193,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000115607
ENSG00000205930.4,C21orf49,0.756224132198285,0.00023115783915582,0.00332095786710193,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000205930
ENSG00000271605.1,MILR1,1.0254097173988799,0.00023110107073030401,0.00332095786710193,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000271605
ENSG00000258384.1,AC068831.6,0.8138839688069449,0.000232612305075116,0.00333676292780632,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000258384
ENSG00000232912.1,RP5-1115A15.1,1.19249512033143,0.00023306153813027202,0.00334150047037517,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000232912
ENSG00000264745.1,RP11-403A21.2,1.15525116124518,0.00023356141006595802,0.00334525207777794,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000264745
ENSG00000049449.4,RCN1,0.6604434096372479,0.000238914548803178,0.00340802078833665,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000049449
ENSG00000182326.10,C1S,0.868447255257619,0.00023980484777451298,0.00341898414184911,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000182326
ENSG00000154175.12,ABI3BP,1.1590613307051798,0.000245847435748725,0.0034891823706453603,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000154175
ENSG00000264198.1,RP11-94L15.2,0.8892484026018879,0.000245970772737487,0.0034891823706453603,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000264198
ENSG00000117519.11,CNN3,0.6330342318052,0.000247002605668863,0.00349851849996034,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000117519
ENSG00000117122.9,MFAP2,1.55897220876528,0.000247263833976171,0.00349937238859758,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000117122
ENSG00000147872.5,PLIN2,0.7257943560282141,0.00024943659930305403,0.00352056571086677,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000147872
ENSG00000078177.9,N4BP2,0.679303573314985,0.000251784204582386,0.0035412433420658296,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000078177
ENSG00000171551.7,ECEL1,1.3587909812496999,0.000255513865481779,0.0035793605684721797,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000171551
ENSG00000174776.6,WDR49,1.07193652046433,0.000255852029997827,0.00358231105012411,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000174776
ENSG00000249867.1,RP11-115J23.1,1.7051897863555903,0.00025635291180339304,0.0035875357418146,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000249867
ENSG00000205403.8,CFI,1.01443243277482,0.00025864369032316297,0.00361419170652074,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000205403
ENSG00000253520.1,RP11-798K23.5,1.15631704370337,0.000258948646088487,0.00361665371590618,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000253520
ENSG00000178202.8,KDELC2,0.6081057937972522,0.000259505569191695,0.0036219372389014602,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000178202
ENSG00000271553.1,RP11-274B21.10,0.7985161770316669,0.000259802840617197,0.00362317893963019,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000271553
ENSG00000203747.5,FCGR3A,1.17669264473785,0.00026171394381988196,0.00364621008931995,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000203747
ENSG00000162692.6,VCAM1,1.30310609033279,0.000264627230590009,0.00368131997304685,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000162692
ENSG00000154188.5,ANGPT1,1.07361135582435,0.00027069646509822205,0.00373788050303195,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000154188
ENSG00000162739.9,SLAMF6,1.3829857849484302,0.000273462092594866,0.0037650636248588204,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000162739
ENSG00000090659.13,CD209,1.3319592958117201,0.000275737103956382,0.00378710417546353,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000090659
ENSG00000144642.15,RBMS3,0.627232231434692,0.00027907919580136097,0.0038210170651237,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000144642
ENSG00000186352.4,ANKRD37,0.5750015955283829,0.00027915857932972005,0.0038210170651237,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000186352
ENSG00000266413.2,RP11-88L24.4,0.598035682858001,0.000278447982530656,0.0038210170651237,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000266413
ENSG00000235387.1,LINC00961,0.734297986218053,0.00028123206722935096,0.00384377862397605,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000235387
ENSG00000184497.8,TMEM255B,0.7245587341833979,0.00028233422990582596,0.00385321745158646,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000184497
ENSG00000147027.3,TMEM47,0.7052083542465429,0.00028428881991351203,0.0038761262548110704,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000147027
ENSG00000180914.6,OXTR,0.864108799089386,0.000288108122617414,0.0039224880465125,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000180914
ENSG00000163154.5,TNFAIP8L2,0.979304241303876,0.00028898672153046697,0.00393254362772589,Upregulated,Chow,ensembl:ENSG00000197386,HTT,RO:0002434,interacts with,PMID:26636579,ensembl:ENSG00000163154
