FlyBase ID,Symbol,log2FoldChange,pvalue,padj,Regulation
FBgn0032285,CG17108,-0.669322290499108,9.92e-09,7.609999999999998e-07,Downregulated
FBgn0051463,CG31463,-0.668906378176237,5.08e-05,0.001579207632792,Downregulated
FBgn0039686,CG15506,-0.6686063610672839,7.55e-05,0.0022029284757490004,Downregulated
FBgn0035199,tfc,-0.667600628060532,3.5000000000000004e-06,0.00014899120707,Downregulated
FBgn0026190,PH4alphaMP,-0.666908716425599,0.001100177144194,0.021402224952298,Downregulated
FBgn0031418,CG3609,-0.664357196045075,1.64e-07,9.86e-06,Downregulated
FBgn0037167,CG11425,-0.66410105619009,0.000437799835342,0.009922488421704,Downregulated
FBgn0000406,Cyt-b5-r,-0.663803026008287,7.349999999999999e-12,9.04e-10,Downregulated
FBgn0036715,Cad74A,-0.663660934611979,9.83e-05,0.002763745274581,Downregulated
FBgn0020385,pug,-0.6629981730208311,4.78e-13,6.9e-11,Downregulated
FBgn0020765,Acp65Aa,-0.6628429850767039,6.66e-08,4.31e-06,Downregulated
FBgn0034052,CG8299,-0.662513529656655,0.000146261312209,0.003868407196247,Downregulated
FBgn0032029,CG17292,-0.6605879043925109,1.01e-10,1.04e-08,Downregulated
FBgn0030844,ppk23,-0.6591837648455191,0.001830557304168,0.032785812613972995,Downregulated
FBgn0036857,CG9629,-0.657751565476485,8.99e-11,9.39e-09,Downregulated
FBgn0035189,CG9119,-0.6574543566918629,1.31e-08,9.81e-07,Downregulated
FBgn0023495,Lip3,-0.657136975143312,0.001515763964211,0.028112037675035,Downregulated
FBgn0039647,CG14509,-0.656953821851197,3.13e-08,2.19e-06,Downregulated
FBgn0035553,CG13722,-0.656652069867625,1.69e-06,7.92e-05,Downregulated
FBgn0029155,Men-b,-0.655801388831468,1.5399999999999992e-13,2.44e-11,Downregulated
FBgn0039481,Cpr97Eb,-0.6548042771090961,2.81e-07,1.6e-05,Downregulated
FBgn0038236,Cyp313a1,-0.654099913387036,9.63e-09,7.43e-07,Downregulated
FBgn0010041,GstD5,-0.652937465039168,6.620000000000001e-05,0.001965208409638,Downregulated
FBgn0034136,DAT,-0.652338227637755,0.000120302317407,0.003272994511256,Downregulated
FBgn0036659,CG9701,-0.651309231510833,2.18e-08,1.55e-06,Downregulated
FBgn0038462,CG17556,-0.650954138330302,1.33e-05,0.0005005220079009999,Downregulated
FBgn0031646,CG2837,-0.647978244053125,0.0004369293969009999,0.009920524023884,Downregulated
FBgn0032783,CG10237,-0.64675973218098,2.99e-11,3.360000000000001e-09,Downregulated
FBgn0030612,CG5599,-0.645251669227403,2.46e-06,0.000109331302282,Downregulated
FBgn0024366,CG11409,-0.642034931562379,0.00015110032204299995,0.003960111915157,Downregulated
FBgn0037127,CG14566,-0.641523568037879,0.002401778030587,0.041378856019353,Downregulated
FBgn0028939,NimC2,-0.640016490914703,6.53e-05,0.001943893554738,Downregulated
FBgn0023174,Prosbeta2,-0.6331541838232401,3.360000000000001e-09,2.82e-07,Downregulated
FBgn0026077,Gasp,-0.633041591889548,1.1e-08,8.35e-07,Downregulated
FBgn0034885,CG4019,-0.631180223884372,4.96e-07,2.69e-05,Downregulated
FBgn0051371,CG31371,-0.630815169610022,0.002213672893782,0.038727864956174,Downregulated
FBgn0035193,CG9192,-0.630239432255265,0.0015624776962729998,0.028781814388884,Downregulated
FBgn0038257,smp-30,-0.629030428375871,4e-08,2.74e-06,Downregulated
FBgn0034390,CG15093,-0.6274700644380761,1.8100000000000006e-05,0.000649637069545,Downregulated
FBgn0001125,Got2,-0.6267864783549929,1.36e-10,1.32e-08,Downregulated
FBgn0039312,CG10514,-0.6252826292739561,2.06e-10,1.94e-08,Downregulated
FBgn0030362,regucalcin,-0.624669222758667,7.640000000000001e-09,5.99e-07,Downregulated
FBgn0027790,GV1,-0.622224293191543,9.56e-07,4.88e-05,Downregulated
FBgn0039452,CG14245,-0.6215631032027049,5.34e-07,2.87e-05,Downregulated
FBgn0053511,CG33511,-0.6193411959311921,0.00030092544489,0.007117358605971998,Downregulated
FBgn0002569,Mal-A2,-0.6180277888070931,1.59e-08,1.16e-06,Downregulated
FBgn0036619,Cpr72Ec,-0.617428807589967,0.002276571553796,0.039624019761967985,Downregulated
FBgn0039682,Obp99c,-0.616137066909825,6.02e-08,3.95e-06,Downregulated
FBgn0263090,CR43358,-0.613030724736035,4.38e-05,0.001389263808762,Downregulated
FBgn0040608,CG14246,-0.6114228768386359,2.27e-05,0.000792615783781,Downregulated
FBgn0034030,CG8192,-0.608046000783985,0.000460789556736,0.010357084473915002,Downregulated
FBgn0004066,Prosalpha4,-0.607587238267262,1.96e-08,1.42e-06,Downregulated
FBgn0040637,CG11458,-0.607451766411843,1.6899999999999994e-05,0.0006110419122080001,Downregulated
FBgn0028684,Rpt5,-0.6051849847472309,1.29e-09,1.12e-07,Downregulated
FBgn0036298,nst,-0.6037197033620421,3.35e-06,0.000143462132611,Downregulated
FBgn0034470,Obp56d,-0.6016835508416409,6.5e-08,4.25e-06,Downregulated
FBgn0032068,LManV,-0.5995264781837011,1.21e-06,6.03e-05,Downregulated
FBgn0038467,AdSL,-0.598826035592327,6.78e-05,0.002002350810024,Downregulated
FBgn0037547,CG7910,-0.5984409491509229,2.93e-09,2.49e-07,Downregulated
FBgn0040252,Ugt86Dh,-0.597053271070444,0.00043242045636,0.009849899522725,Downregulated
FBgn0039482,CG14258,-0.596867101295965,0.0027183297812670005,0.045504371282962,Downregulated
FBgn0031097,obst-A,-0.596717555649303,2.89e-06,0.000124736403286,Downregulated
FBgn0261341,verm,-0.596452049938187,1.24e-06,6.15e-05,Downregulated
FBgn0034391,CG15080,-0.591440028353724,1.33e-05,0.0005005220079009999,Downregulated
FBgn0027843,CAH2,-0.5911494665934289,5.789999999999999e-09,4.64e-07,Downregulated
FBgn0034711,Alp2,-0.589533586438777,8.48e-05,0.00242490561634,Downregulated
FBgn0030836,CG8664,-0.5885431348673901,0.002559877836849,0.04355000189607601,Downregulated
FBgn0039896,yellow-h,-0.587330047832898,1.3699999999999998e-05,0.000512358658386,Downregulated
FBgn0032884,Pomp,-0.5872911697218609,4.48e-07,2.45e-05,Downregulated
FBgn0047095,CG33939,-0.5871767504625149,0.001170177704845,0.022501887423472,Downregulated
FBgn0261394,Prosalpha3,-0.586824405372377,7.249999999999999e-09,5.72e-07,Downregulated
FBgn0033214,CG1941,-0.586605443213644,0.000171284716172,0.004395768065703,Downregulated
